Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
48,22,149,2,5.5,Graduate,0,yes,yes,yes,no,yes
43,19,83,4,3.6,Professional,0,no,no,no,yes,yes
66,42,35,1,1.9,Graduate,172,no,no,yes,no,no
25,0,13,2,0.9,Professional,0,no,no,yes,no,no
45,20,39,1,2.4,Undergrad,0,no,no,no,yes,no
34,10,21,1,0.5,Professional,0,no,no,yes,no,no
48,23,10,2,0.7,Professional,0,no,no,yes,yes,no
32,6,84,4,1.8,Graduate,0,no,no,no,no,no
50,24,30,4,0.1,Undergrad,161,no,no,yes,yes,no
43,19,31,4,0.3,Undergrad,156,no,no,yes,no,no
64,39,182,1,1.2,Graduate,547,no,no,yes,no,yes
60,34,114,2,6.9,Undergrad,0,no,no,yes,no,no
43,19,152,3,6.1,Graduate,0,no,no,no,no,yes
60,34,53,1,0.8,Graduate,0,yes,no,no,yes,no
64,39,24,4,0.4,Graduate,78,no,no,yes,no,no
44,20,150,2,3.3,Undergrad,0,no,no,no,yes,no
60,36,132,2,6,Undergrad,470,no,no,yes,yes,no
54,29,68,3,1.6,Professional,0,no,no,yes,yes,no
33,9,53,1,1.2,Undergrad,0,no,no,no,yes,no
56,32,173,1,4.6,Graduate,88,no,yes,yes,no,yes
29,5,30,3,1,Graduate,0,no,no,no,no,no
25,1,113,2,0.2,Undergrad,0,no,no,yes,yes,no
60,34,15,1,0.8,Graduate,0,no,no,yes,no,no
55,30,84,2,3.7,Undergrad,304,yes,no,yes,no,no
39,13,88,4,1.4,Graduate,0,no,no,yes,yes,no
37,13,43,3,2.8,Undergrad,0,no,no,yes,no,no
53,28,43,2,2.1,Professional,0,no,yes,yes,yes,no
34,10,90,2,2.7,Undergrad,0,no,no,yes,no,no
42,18,34,4,0.3,Undergrad,104,yes,no,yes,no,no
60,36,38,4,1.3,Undergrad,0,no,no,yes,no,no
50,24,173,1,1,Undergrad,0,no,no,yes,yes,no
41,17,160,2,8,Undergrad,0,no,no,yes,no,no
25,0,44,4,0.6,Graduate,0,no,no,yes,yes,no
50,24,83,2,0.4,Professional,0,no,no,yes,no,no
48,22,94,4,2.6,Professional,0,no,no,yes,no,no
32,8,43,1,2.1,Professional,0,no,no,no,yes,no
50,25,42,3,1.7,Graduate,0,no,no,yes,no,no
59,33,34,2,0.3,Undergrad,0,no,no,no,no,no
50,26,39,3,1.9,Graduate,0,no,no,yes,no,no
44,19,70,1,0.1,Graduate,0,no,no,no,no,no
31,5,39,4,1.8,Professional,185,no,no,no,yes,no
40,10,44,3,2,Professional,0,no,no,yes,no,no
36,12,69,3,3.1,Graduate,0,no,no,yes,no,yes
51,25,44,3,0.9,Professional,0,no,no,no,no,no
64,40,32,3,0.1,Professional,0,no,no,yes,no,no
47,22,15,2,0.7,Professional,0,no,no,no,no,no
52,28,118,2,6.8,Undergrad,112,no,no,yes,no,no
51,26,62,1,1.3,Graduate,221,no,no,yes,no,no
31,5,82,4,2.2,Graduate,0,no,no,no,no,no
39,14,54,3,3,Undergrad,108,no,no,no,yes,no
30,6,48,1,2.1,Professional,0,no,no,no,no,no
27,1,74,3,0.3,Professional,0,no,no,yes,no,no
41,16,113,1,1,Professional,211,no,no,no,yes,no
53,27,81,3,1.7,Graduate,0,no,no,no,no,no
54,27,43,3,1,Graduate,169,no,no,no,no,no
28,4,34,1,1.8,Graduate,0,no,no,yes,no,no
34,9,48,1,2.5,Professional,105,no,no,yes,no,no
61,37,54,4,1.2,Graduate,129,no,no,yes,yes,no
48,24,75,4,1.4,Graduate,0,no,no,yes,no,no
36,11,72,1,2.8,Undergrad,224,no,no,no,no,no
56,31,39,4,0.9,Undergrad,0,no,no,no,no,no
24,-1,75,4,0.2,Undergrad,0,no,no,yes,no,no
64,38,79,2,2.8,Undergrad,179,no,no,no,no,no
26,2,205,1,6.33,Undergrad,271,no,no,no,yes,no
33,8,65,2,0.1,Undergrad,89,no,no,yes,no,no
64,39,122,4,0.2,Undergrad,378,no,no,yes,no,yes
39,15,82,1,0.8,Graduate,0,no,no,yes,no,no
54,30,21,2,0.2,Undergrad,0,no,no,no,yes,no
32,6,50,4,2.1,Professional,0,yes,yes,yes,yes,no
62,37,39,2,2.8,Undergrad,113,no,yes,yes,yes,no
27,2,101,1,1.9,Undergrad,0,no,no,no,no,no
53,28,41,2,0.6,Professional,0,yes,no,no,no,no
51,25,132,1,0.3,Undergrad,0,no,no,yes,no,no
25,-1,43,3,2.4,Graduate,176,no,no,yes,no,no
44,20,131,1,4.9,Professional,0,no,no,yes,no,yes
31,5,11,1,0.4,Graduate,76,no,no,no,yes,no
57,32,21,1,0.3,Professional,117,no,no,no,no,no
25,-1,109,4,2.3,Professional,314,no,no,yes,no,no
30,6,141,2,4.33,Undergrad,0,no,no,no,no,no
40,14,81,3,0.1,Undergrad,0,no,no,yes,no,no
63,38,54,3,2.4,Undergrad,90,no,no,no,yes,no
35,10,164,2,7.8,Undergrad,0,no,no,yes,no,no
43,19,28,4,0.3,Undergrad,87,no,no,no,no,no
27,2,68,3,2.6,Professional,203,yes,no,no,no,no
44,14,44,3,2,Professional,180,yes,yes,yes,yes,no
49,23,61,1,1.4,Professional,0,no,no,yes,yes,no
61,36,35,3,1.3,Graduate,0,no,no,no,yes,no
60,34,54,3,0.3,Graduate,0,no,no,yes,yes,no
59,34,14,1,0.1,Undergrad,0,no,no,yes,yes,no
28,3,52,4,2.2,Undergrad,230,no,no,yes,no,no
52,28,101,2,0.3,Undergrad,0,no,no,no,no,no
28,2,149,2,7.2,Undergrad,0,no,no,yes,no,no
34,8,35,4,0.8,Undergrad,137,no,yes,yes,yes,no
60,34,21,3,0.3,Professional,129,no,no,yes,no,no
39,15,118,2,1.9,Undergrad,0,no,no,no,yes,no
30,5,38,4,2,Graduate,0,yes,no,no,no,no
49,25,24,4,0.2,Undergrad,138,no,no,yes,no,no
43,18,59,1,3.7,Professional,0,no,no,yes,no,no
63,33,41,4,1.67,Professional,0,no,no,yes,no,no
28,3,85,1,0.8,Graduate,0,no,no,yes,yes,no
51,27,12,4,1,Undergrad,0,no,no,yes,no,no
33,7,32,1,0.6,Professional,152,no,no,no,no,no
55,29,79,3,0.8,Undergrad,0,no,no,yes,no,no
53,28,175,3,3.6,Professional,0,no,yes,yes,yes,yes
34,8,28,3,0.9,Undergrad,0,no,no,no,no,no
34,9,41,2,0.1,Undergrad,161,no,no,yes,yes,no
40,14,70,3,2.1,Undergrad,185,no,no,no,no,no
49,25,161,3,6.5,Graduate,485,yes,yes,no,no,yes
35,9,53,4,2.2,Graduate,0,no,no,yes,no,no
39,15,128,1,3.4,Undergrad,0,no,no,no,no,no
55,28,50,3,1,Graduate,0,no,no,yes,yes,no
29,5,80,2,2,Graduate,0,no,no,yes,yes,no
54,30,93,1,2.7,Graduate,0,no,no,yes,no,no
25,-1,48,3,0.3,Professional,0,no,no,no,yes,no
52,28,149,2,6.8,Undergrad,0,no,no,yes,no,no
46,19,49,3,2.5,Graduate,0,no,no,yes,yes,no
57,33,88,1,2.7,Graduate,0,no,no,yes,no,no
52,22,22,4,0.4,Professional,0,no,no,yes,yes,no
28,3,55,4,2.2,Undergrad,0,no,no,yes,yes,no
44,18,72,1,0.7,Professional,155,no,no,no,no,no
24,-1,38,2,1.7,Graduate,0,no,no,yes,no,no
40,16,114,1,3.4,Undergrad,300,no,no,yes,no,no
34,4,83,4,4,Professional,0,no,no,yes,no,no
39,14,101,2,0.4,Undergrad,0,no,no,yes,yes,no
50,24,94,1,4.9,Undergrad,272,no,no,yes,no,no
41,17,40,2,2.5,Undergrad,0,no,yes,yes,yes,no
31,7,128,1,6,Undergrad,0,no,no,no,no,no
29,3,39,4,2.1,Professional,0,no,no,yes,no,no
30,5,51,1,1,Undergrad,0,no,no,yes,no,no
44,20,79,4,2,Professional,0,yes,yes,yes,yes,no
33,7,48,4,2.2,Graduate,0,no,no,yes,no,no
50,26,85,1,0,Undergrad,144,no,no,no,no,no
42,18,41,1,1.8,Undergrad,94,no,no,yes,no,no
48,22,152,1,3.5,Professional,0,no,no,yes,no,yes
24,-2,125,2,7.2,Undergrad,0,yes,no,no,yes,no
56,31,11,2,0.2,Professional,90,no,no,no,no,no
28,4,103,2,2.5,Undergrad,0,no,no,yes,yes,no
56,30,141,2,0.5,Undergrad,0,no,no,yes,no,no
58,32,38,1,1.4,Undergrad,0,no,no,yes,yes,no
29,5,135,2,0.6,Undergrad,0,no,no,no,no,no
63,38,28,2,0.5,Graduate,89,no,no,yes,no,no
28,3,70,4,2.2,Undergrad,240,no,no,no,yes,no
57,31,41,1,0.2,Undergrad,0,no,no,yes,yes,no
34,8,81,3,0.9,Graduate,208,no,no,yes,no,no
28,3,170,1,0.1,Professional,0,no,no,no,no,yes
27,2,55,4,1.7,Graduate,0,no,no,yes,no,no
37,11,24,4,1.5,Professional,0,no,no,no,no,no
52,28,81,3,1.8,Graduate,275,no,no,no,no,no
49,23,32,4,1.8,Undergrad,83,no,no,no,no,no
65,40,129,1,1.3,Undergrad,0,no,no,yes,yes,no
60,35,108,1,0.9,Undergrad,0,yes,no,no,no,no
37,12,180,1,8.6,Undergrad,0,no,no,yes,yes,no
63,37,139,2,6.9,Undergrad,0,no,no,no,no,no
40,14,33,2,1.4,Professional,0,no,no,yes,yes,no
46,20,74,4,2.6,Professional,0,no,no,yes,no,no
63,37,42,2,0.7,Professional,115,no,no,yes,no,no
57,27,73,1,3,Professional,0,no,no,no,no,no
33,8,115,4,2.9,Graduate,0,no,no,yes,no,yes
41,17,114,2,1.8,Graduate,0,no,no,yes,no,no
41,17,92,2,1.9,Undergrad,131,no,no,yes,no,no
44,19,34,1,0.3,Professional,78,no,no,yes,no,no
33,6,54,2,1.67,Graduate,122,no,no,yes,no,no
52,28,64,2,1,Professional,211,no,no,yes,no,no
30,6,42,1,0.2,Professional,100,no,no,no,yes,no
45,19,70,3,2.1,Undergrad,0,no,no,yes,no,no
49,24,51,1,1.3,Graduate,0,no,no,no,no,no
45,19,71,4,2.9,Undergrad,218,no,yes,yes,yes,no
32,7,35,3,1.3,Undergrad,108,no,no,no,yes,no
45,18,40,3,1,Graduate,0,no,no,yes,no,no
57,32,165,4,2.7,Professional,0,no,no,yes,no,yes
61,31,18,1,1.5,Professional,0,no,no,yes,yes,no
57,31,32,3,1.4,Undergrad,0,yes,yes,yes,yes,no
60,35,35,3,0.2,Undergrad,169,no,no,yes,no,no
40,16,120,2,6.1,Undergrad,196,no,no,yes,no,no
53,28,31,4,0.1,Professional,0,no,no,yes,no,no
42,16,35,3,1.5,Undergrad,0,no,no,no,no,no
62,36,32,2,0.2,Professional,0,no,no,yes,yes,no
43,18,85,1,3.7,Professional,327,yes,no,yes,no,no
35,10,139,2,7.8,Undergrad,0,no,no,no,no,no
50,24,103,1,0.3,Undergrad,0,no,no,yes,no,no
45,21,152,2,1.4,Undergrad,0,no,no,yes,no,no
52,27,33,2,2,Graduate,0,no,no,yes,no,no
35,9,84,4,2.2,Graduate,322,no,no,no,no,no
58,33,61,4,1.7,Undergrad,0,no,no,no,no,no
62,38,64,4,2.2,Undergrad,123,yes,yes,yes,yes,no
50,25,34,1,1.3,Graduate,0,no,no,yes,no,no
25,-1,82,4,2.1,Professional,0,no,no,yes,no,no
47,22,122,1,5.1,Professional,163,yes,no,no,no,yes
28,4,58,3,1.5,Undergrad,131,no,no,no,no,no
34,9,92,1,2.8,Undergrad,0,no,no,yes,no,no
49,23,78,2,2.4,Graduate,205,no,no,no,yes,no
54,29,129,4,4.2,Professional,0,no,no,no,no,yes
50,25,13,2,0.7,Professional,0,no,no,no,no,no
37,11,81,1,2.8,Professional,145,no,no,no,no,no
38,8,23,1,0.67,Professional,0,no,no,no,no,no
52,26,35,3,0.9,Professional,0,no,no,no,no,no
63,39,79,4,1.7,Graduate,0,no,no,yes,yes,no
39,14,165,2,3.3,Undergrad,0,no,no,yes,no,no
63,38,52,2,2.8,Undergrad,0,no,no,yes,no,no
65,41,185,3,2,Graduate,0,no,no,no,no,yes
46,20,49,3,2.2,Graduate,0,no,no,no,no,no
54,30,64,1,1.8,Professional,227,no,no,no,yes,no
54,24,61,4,2,Professional,0,yes,no,yes,no,no
52,26,112,1,2.4,Undergrad,0,yes,yes,yes,yes,no
63,39,72,3,2,Professional,190,yes,no,yes,no,no
66,41,18,3,0.5,Undergrad,0,no,no,no,no,no
56,29,41,4,2.5,Graduate,0,no,no,no,no,no
23,-1,61,4,2.6,Undergrad,239,no,no,yes,no,no
65,41,105,1,3,Graduate,282,yes,yes,yes,no,yes
51,27,23,1,0.2,Undergrad,0,no,no,yes,no,no
34,10,22,1,0.5,Professional,85,no,no,no,no,no
49,23,59,3,2.1,Undergrad,0,no,no,no,no,no
29,2,33,1,2,Graduate,160,no,no,no,no,no
47,23,11,1,0.9,Professional,103,no,no,no,yes,no
46,21,204,2,2.8,Undergrad,0,no,no,yes,no,no
52,27,61,4,1.8,Professional,207,no,no,no,no,no
55,31,103,3,1.8,Graduate,364,no,no,no,no,no
61,36,51,3,1.5,Undergrad,0,no,no,no,yes,no
34,9,164,1,6,Professional,0,no,no,yes,no,yes
58,34,12,1,0.1,Graduate,0,no,no,no,yes,no
40,16,82,1,3.6,Graduate,0,no,no,no,no,no
43,17,164,1,2.4,Undergrad,449,no,no,yes,no,no
35,8,48,2,1.67,Graduate,0,no,no,yes,no,no
24,-1,38,4,0.6,Graduate,0,no,no,yes,no,no
48,22,65,2,1.5,Graduate,0,no,no,yes,no,no
44,20,71,4,1.9,Undergrad,207,no,no,yes,no,no
54,30,18,1,0.3,Undergrad,0,yes,yes,yes,no,no
59,34,52,2,1.6,Professional,75,no,no,yes,no,no
45,18,48,3,2.5,Graduate,113,no,no,yes,yes,no
26,2,30,1,1,Professional,111,no,no,no,no,no
40,15,40,2,2.2,Professional,107,no,no,yes,no,no
32,7,112,1,3.8,Undergrad,81,no,no,yes,no,no
29,4,115,1,1.9,Undergrad,0,no,no,no,no,no
51,27,63,2,1,Professional,82,no,no,yes,no,no
42,17,85,1,3.7,Professional,0,no,no,yes,no,no
64,38,59,1,2.5,Professional,220,no,no,no,no,no
44,20,68,1,0.8,Professional,91,no,no,no,no,no
37,11,84,2,1.8,Undergrad,0,no,no,yes,yes,no
44,19,62,3,0.8,Professional,0,no,no,no,yes,no
35,9,109,3,4,Undergrad,0,no,no,no,no,yes
41,17,141,2,7.6,Undergrad,92,no,no,no,no,no
56,32,129,1,7.4,Undergrad,0,no,no,no,no,no
62,36,30,3,0.7,Graduate,0,no,no,yes,no,no
58,34,148,1,4.7,Undergrad,0,no,no,yes,no,no
47,20,25,3,0.67,Graduate,0,no,no,yes,yes,no
35,10,21,3,1.3,Undergrad,115,no,no,no,no,no
29,4,72,4,2.2,Undergrad,0,no,no,yes,no,no
43,17,59,3,0.9,Professional,87,no,no,yes,yes,no
62,37,83,3,1.8,Graduate,187,yes,no,no,no,no
41,16,10,2,0.3,Graduate,0,no,no,yes,no,no
34,9,84,3,0.6,Graduate,0,no,no,yes,no,no
50,23,98,3,2,Graduate,0,no,no,no,no,no
47,23,32,1,1,Undergrad,0,yes,yes,yes,yes,no
29,5,31,4,0.4,Graduate,161,no,no,yes,yes,no
59,34,94,3,0.5,Undergrad,0,no,no,no,yes,no
56,31,21,2,0.2,Professional,137,no,yes,yes,yes,no
61,35,110,3,4.4,Undergrad,0,yes,no,yes,no,no
58,32,38,1,2.2,Professional,0,no,no,no,no,no
49,24,39,1,1.4,Professional,0,no,no,yes,no,no
45,21,132,3,1.2,Graduate,0,no,yes,yes,yes,yes
50,24,61,4,2.6,Undergrad,0,no,no,yes,no,no
64,38,92,1,2,Undergrad,0,no,no,yes,no,no
39,15,119,2,6.1,Undergrad,0,no,no,no,no,no
58,33,53,4,2.1,Undergrad,0,no,no,yes,no,no
62,37,18,3,1.3,Graduate,0,no,no,yes,no,no
45,20,114,2,4.4,Graduate,0,no,no,no,no,yes
58,28,90,1,3,Professional,0,no,no,no,yes,no
43,18,140,1,7,Undergrad,205,no,no,yes,no,no
28,3,90,2,3.3,Undergrad,0,no,no,yes,yes,no
26,1,85,1,1.9,Undergrad,0,no,no,yes,no,no
49,24,80,1,1.2,Undergrad,0,no,no,yes,no,no
66,42,53,2,1.1,Undergrad,0,no,no,yes,yes,no
33,7,49,4,2.2,Graduate,0,no,no,yes,no,no
61,35,152,3,3.3,Professional,0,no,no,yes,no,yes
64,37,138,2,2.8,Graduate,0,no,no,yes,no,yes
36,10,80,4,2.2,Graduate,0,no,no,yes,no,no
49,23,82,2,2.4,Graduate,0,no,no,no,no,no
52,27,195,1,8.1,Undergrad,0,no,no,no,no,no
61,37,22,1,1.2,Professional,0,no,no,yes,no,no
32,6,81,1,2.5,Undergrad,0,no,no,yes,no,no
61,37,40,4,2.2,Undergrad,0,yes,yes,yes,yes,no
45,20,154,2,2.8,Undergrad,0,yes,no,yes,no,no
30,4,49,3,1.1,Graduate,0,no,no,no,yes,no
62,37,85,4,3.4,Graduate,0,no,no,yes,no,no
57,32,21,3,0.1,Graduate,0,yes,yes,yes,no,no
41,17,14,1,1,Undergrad,0,no,no,no,no,no
58,34,60,4,1.6,Graduate,0,no,no,no,yes,no
29,5,138,2,4.33,Undergrad,0,no,no,yes,no,no
53,28,98,1,1.3,Professional,355,no,no,yes,no,no
64,39,22,4,0.6,Graduate,0,no,no,no,no,no
49,23,49,1,1.2,Graduate,0,no,no,yes,yes,no
38,14,102,2,1.9,Undergrad,0,no,yes,yes,yes,no
56,30,45,4,0.7,Graduate,0,no,no,no,yes,no
56,31,82,4,1.3,Professional,0,no,no,yes,no,no
52,28,81,3,1.8,Graduate,0,yes,no,no,no,no
64,39,35,1,1.5,Graduate,0,yes,no,no,no,no
53,28,59,2,1.9,Graduate,0,no,no,yes,no,no
29,3,52,3,1.1,Graduate,0,no,no,yes,no,no
48,24,84,3,0.7,Undergrad,166,no,no,yes,no,no
32,6,85,1,2.7,Graduate,100,no,no,yes,no,no
54,28,65,1,0.2,Undergrad,0,no,no,no,yes,no
37,13,89,2,1.7,Graduate,314,no,no,no,yes,no
47,21,109,4,1.8,Undergrad,0,no,no,no,no,yes
37,12,81,1,2.8,Undergrad,0,no,no,no,no,no
64,39,38,1,1.1,Professional,108,no,no,no,no,no
43,19,72,2,1.7,Undergrad,0,no,no,yes,no,no
33,6,78,4,2,Graduate,119,yes,no,yes,no,no
26,2,172,2,6.9,Graduate,0,no,no,yes,no,yes
42,18,71,3,2.33,Undergrad,106,yes,no,yes,no,no
54,28,165,1,4.1,Professional,0,no,yes,yes,yes,yes
41,16,120,2,3.9,Undergrad,0,no,no,yes,yes,no
55,29,39,1,0.2,Undergrad,0,no,no,no,yes,no
65,39,23,3,0.7,Graduate,0,no,no,no,yes,no
50,26,135,2,4.6,Professional,91,no,no,yes,no,yes
55,31,12,2,0.2,Undergrad,76,no,no,yes,yes,no
62,36,92,2,0.7,Graduate,0,no,no,yes,no,no
53,28,192,2,6.4,Professional,0,no,no,no,no,yes
32,7,42,4,0.8,Undergrad,0,no,no,yes,yes,no
56,32,158,3,3.7,Professional,0,no,no,yes,no,yes
54,30,194,3,6,Professional,587,yes,yes,yes,yes,yes
44,20,160,2,7.6,Undergrad,0,yes,no,no,no,no
48,22,98,2,6.3,Undergrad,0,no,no,no,no,no
46,22,164,2,7.6,Undergrad,0,no,yes,yes,yes,no
45,21,42,2,2.5,Undergrad,0,yes,no,yes,no,no
45,15,202,3,10,Professional,0,no,no,no,no,yes
58,34,10,4,0.7,Undergrad,0,no,no,no,no,no
29,3,31,4,0.3,Graduate,0,no,no,yes,no,no
55,30,58,4,0.9,Undergrad,0,no,no,yes,yes,no
55,29,65,4,2.8,Graduate,0,no,no,yes,no,no
41,16,98,1,4,Professional,0,no,no,no,yes,no
24,-2,150,2,2,Undergrad,0,no,no,yes,no,no
54,29,44,2,2.3,Professional,0,no,no,yes,no,no
57,32,15,2,0.2,Professional,0,no,no,no,yes,no
30,6,82,2,2.5,Undergrad,0,no,no,no,no,no
42,17,61,3,0.5,Professional,0,no,no,yes,no,no
29,2,38,1,2,Graduate,0,no,no,no,no,no
29,3,39,4,2.1,Professional,0,no,no,yes,no,no
31,7,173,1,6,Undergrad,0,no,no,yes,no,no
47,23,8,4,0.2,Undergrad,0,no,no,yes,no,no
36,12,51,3,2,Undergrad,214,no,no,yes,no,no
52,27,62,4,1.8,Professional,82,no,no,no,no,no
54,28,34,4,0.7,Graduate,0,no,no,yes,no,no
55,29,132,3,5.9,Graduate,307,no,no,no,no,yes
53,27,44,4,1.5,Professional,0,no,no,no,no,no
52,27,162,1,8.1,Undergrad,0,no,no,yes,no,no
64,39,64,3,2.2,Undergrad,0,no,no,yes,no,no
54,29,111,1,0.1,Professional,0,no,no,no,yes,no
32,6,41,2,2,Professional,0,no,no,no,no,no
63,33,52,4,1.67,Professional,0,no,no,no,no,no
36,10,65,4,2.2,Graduate,0,no,no,no,no,no
50,25,130,1,1.1,Graduate,0,no,no,yes,no,yes
33,8,45,2,0.1,Undergrad,0,no,no,no,yes,no
62,38,35,1,1.9,Graduate,118,no,no,no,no,no
49,23,65,3,0.7,Graduate,263,no,no,yes,yes,no
41,15,38,2,0.7,Undergrad,91,no,no,yes,no,no
51,27,42,4,1.1,Graduate,0,no,no,yes,yes,no
56,30,45,4,1.5,Professional,0,no,no,no,no,no
51,25,145,1,0.3,Undergrad,0,no,no,yes,no,no
39,13,33,4,1.5,Professional,0,no,no,no,no,no
61,35,60,3,1.4,Professional,0,no,no,no,no,no
35,9,45,1,2,Undergrad,0,no,no,yes,yes,no
39,15,72,4,2.4,Undergrad,0,yes,no,yes,no,no
37,11,34,3,0.2,Graduate,0,no,no,no,no,no
48,21,23,3,0.67,Graduate,0,no,no,yes,no,no
63,37,45,2,1,Professional,88,no,no,yes,yes,no
35,9,28,4,1,Undergrad,75,no,no,yes,no,no
55,30,81,4,3.8,Graduate,0,no,no,yes,no,no
29,5,72,3,0.7,Graduate,81,no,no,no,no,no
61,31,49,4,1.67,Professional,0,no,no,yes,no,no
36,10,31,4,1.2,Graduate,0,no,no,no,no,no
61,35,63,3,2.2,Professional,0,no,no,no,no,no
36,12,150,4,5.4,Undergrad,0,yes,yes,yes,no,yes
58,33,142,2,3.9,Undergrad,193,no,no,yes,yes,no
42,17,74,3,3,Undergrad,0,no,no,no,yes,no
30,4,24,1,0.4,Graduate,81,no,no,yes,no,no
45,20,29,4,1.9,Professional,0,no,no,no,no,no
39,15,79,4,2.4,Undergrad,0,no,no,no,no,no
27,3,94,2,0.2,Undergrad,310,no,no,no,yes,no
57,33,121,1,4.3,Undergrad,0,yes,no,no,no,no
34,10,54,3,2,Undergrad,0,no,no,no,no,no
64,39,73,3,2.4,Undergrad,0,no,no,yes,no,no
47,23,71,1,0.8,Professional,127,no,no,yes,no,no
44,17,29,3,1,Graduate,0,no,no,yes,yes,no
51,27,93,1,2.7,Undergrad,0,no,no,yes,no,no
40,14,73,1,1.5,Professional,252,no,no,yes,no,no
57,32,19,4,0.9,Graduate,0,no,no,yes,no,no
33,8,58,2,0.1,Undergrad,0,yes,yes,yes,yes,no
46,20,39,1,0.2,Undergrad,0,no,no,no,no,no
41,16,23,2,1.4,Graduate,0,yes,no,yes,no,no
33,7,29,1,0.6,Professional,127,no,no,no,yes,no
27,2,155,1,0.8,Undergrad,0,no,no,no,no,no
52,28,90,1,2.6,Graduate,0,yes,no,yes,no,no
59,33,113,2,2,Undergrad,77,no,no,yes,no,no
62,38,42,1,1.8,Professional,0,no,no,no,no,no
49,25,30,4,0.2,Undergrad,0,no,yes,yes,yes,no
45,19,19,3,0.5,Graduate,0,no,no,yes,no,no
63,37,124,3,5,Graduate,170,no,no,no,no,yes
57,31,30,2,0.7,Graduate,145,no,no,no,no,no
60,30,28,1,1.5,Professional,124,yes,no,yes,no,no
50,23,15,2,1,Graduate,101,no,no,no,no,no
54,30,70,1,1.6,Professional,265,no,no,no,no,no
28,2,10,1,0.1,Graduate,0,no,no,yes,no,no
60,34,22,3,0.3,Professional,139,no,no,yes,yes,no
44,20,70,4,1.9,Undergrad,0,no,no,yes,no,no
61,35,61,1,1.6,Undergrad,0,no,no,no,no,no
40,15,161,2,3.3,Undergrad,0,yes,no,no,yes,no
54,30,29,2,0.8,Undergrad,0,no,no,no,yes,no
43,19,35,3,0.5,Undergrad,0,no,no,yes,no,no
54,28,48,4,2.8,Graduate,0,no,no,yes,no,no
32,7,44,4,0.8,Undergrad,0,no,no,yes,no,no
24,0,88,3,0.8,Undergrad,134,no,no,no,no,no
30,4,40,4,2.1,Professional,0,no,no,yes,yes,no
61,36,21,4,0.4,Graduate,123,no,no,no,no,no
40,14,58,2,2.8,Undergrad,0,no,no,yes,no,no
35,11,59,4,0.1,Graduate,0,no,no,no,no,no
33,3,74,4,4,Professional,0,no,no,no,no,no
63,37,84,4,1.9,Graduate,0,no,no,yes,no,no
57,31,58,1,0.2,Undergrad,177,no,no,yes,no,no
44,19,154,2,8.8,Undergrad,0,no,no,yes,no,no
51,25,185,1,1.7,Undergrad,0,no,no,no,no,no
51,26,78,1,1.2,Undergrad,305,no,no,yes,no,no
38,13,55,2,1.1,Graduate,0,no,no,yes,no,no
31,5,30,4,0.3,Graduate,0,no,no,yes,no,no
54,29,74,3,2,Graduate,0,no,no,no,no,no
41,16,118,2,3.3,Undergrad,0,no,no,yes,no,no
57,33,182,2,3.3,Professional,372,no,no,no,no,yes
24,-2,82,2,1.6,Professional,0,no,no,yes,yes,no
55,29,29,4,1.5,Professional,79,no,no,yes,no,no
32,6,120,4,5.4,Undergrad,301,no,yes,yes,yes,yes
38,12,53,2,2.4,Graduate,0,no,no,yes,no,no
58,32,43,3,1.4,Undergrad,0,no,no,no,yes,no
29,4,59,4,2.2,Undergrad,232,no,no,yes,yes,no
43,17,84,4,2.6,Professional,289,yes,yes,yes,yes,no
50,24,161,3,3.4,Undergrad,212,no,no,yes,no,yes
62,37,21,4,0.4,Graduate,137,no,no,yes,yes,no
57,32,63,4,0.7,Undergrad,0,no,no,yes,no,no
30,3,172,3,3.4,Graduate,0,no,no,no,yes,yes
30,4,51,4,0.2,Undergrad,172,no,no,no,yes,no
57,33,24,4,0.7,Undergrad,0,no,no,yes,no,no
57,33,95,2,1.6,Undergrad,0,no,no,no,no,no
43,18,59,1,2.4,Undergrad,250,no,no,yes,no,no
28,2,51,4,1.8,Graduate,0,yes,no,no,no,no
46,22,28,1,1,Undergrad,84,no,no,yes,yes,no
29,3,154,2,2,Undergrad,130,no,no,no,no,no
64,40,15,2,0.3,Professional,115,no,no,yes,yes,no
66,36,55,4,1.67,Professional,0,no,no,no,yes,no
23,-1,149,1,6.33,Undergrad,305,no,no,no,yes,no
60,36,79,1,1.8,Professional,0,no,no,no,yes,no
47,21,68,4,2.6,Professional,0,no,no,no,no,no
35,10,78,1,2.6,Graduate,0,no,no,yes,no,no
57,32,34,2,2,Graduate,0,yes,no,no,no,no
65,41,195,3,0.4,Undergrad,0,yes,yes,no,yes,yes
53,28,184,1,8.1,Undergrad,303,no,no,yes,no,no
44,20,85,2,3.2,Undergrad,0,no,no,yes,no,no
45,20,200,2,8.8,Undergrad,0,no,no,yes,yes,no
41,16,64,3,0.5,Professional,0,no,no,no,no,no
51,27,88,1,2.6,Graduate,0,yes,no,no,yes,no
27,1,42,3,2.4,Graduate,0,no,no,no,no,no
31,5,91,3,1.6,Undergrad,126,no,no,yes,yes,no
32,6,38,1,0.3,Undergrad,0,yes,yes,yes,no,no
55,30,28,1,1.5,Graduate,0,no,no,no,no,no
55,30,32,4,0.1,Professional,0,yes,no,no,no,no
42,18,31,1,0.3,Professional,0,no,no,no,yes,no
